file,pcm_fftMag_mfcc[0],pcm_fftMag_mfcc[1],pcm_fftMag_mfcc[2],pcm_fftMag_mfcc[3],pcm_fftMag_mfcc[4],pcm_fftMag_mfcc[5],pcm_fftMag_mfcc[6],pcm_fftMag_mfcc[7],pcm_fftMag_mfcc[8],pcm_fftMag_mfcc[9],pcm_fftMag_mfcc[10],pcm_fftMag_mfcc[11],pcm_fftMag_mfcc[12],pcm_fftMag_mfcc_de[0],pcm_fftMag_mfcc_de[1],pcm_fftMag_mfcc_de[2],pcm_fftMag_mfcc_de[3],pcm_fftMag_mfcc_de[4],pcm_fftMag_mfcc_de[5],pcm_fftMag_mfcc_de[6],pcm_fftMag_mfcc_de[7],pcm_fftMag_mfcc_de[8],pcm_fftMag_mfcc_de[9],pcm_fftMag_mfcc_de[10],pcm_fftMag_mfcc_de[11],pcm_fftMag_mfcc_de[12],pcm_fftMag_mfcc_de_de[0],pcm_fftMag_mfcc_de_de[1],pcm_fftMag_mfcc_de_de[2],pcm_fftMag_mfcc_de_de[3],pcm_fftMag_mfcc_de_de[4],pcm_fftMag_mfcc_de_de[5],pcm_fftMag_mfcc_de_de[6],pcm_fftMag_mfcc_de_de[7],pcm_fftMag_mfcc_de_de[8],pcm_fftMag_mfcc_de_de[9],pcm_fftMag_mfcc_de_de[10],pcm_fftMag_mfcc_de_de[11],pcm_fftMag_mfcc_de_de[12]
Soccerfield-100,0,-4.324863569897959,-0.5399939829591841,-1.2020758830612253,136.40460918367344,1.3754459428571424,14.286542326530611,15.832315514285716,16.292991886734697,6.928249885714287,-0.3647033377551014,-1.4280848354081637,-3.8188973602040823,-2.576020543657143,-0.14720727500000003,0.12097731326530616,0.12702609571428575,-0.003988865714285703,-0.047906203775510234,-0.0694899017346939,0.08253649316326533,0.09601097711224495,0.03172643734693875,0.11948206030612242,0.11901719824489797,-0.0020912301020408037,-0.014830089836734719,-0.015696977551020414,0.0076040523469387755,0.025243264285714297,-0.008617833183673472,-0.016978983979591827,0.018714226510204074,0.01670386367346939,0.02881869040816324,0.008368847244897957,0.008590031734693863,-0.01890821058163265,0.010739913265306105,0.05612492285714288
Soccerfield-101,0,-5.591840861224489,0.8450457867346938,-0.9079564273265306,140.15671836734694,2.613153695204083,17.908158438775516,20.614858226530615,14.54765124489796,6.232347957142857,1.785209803571429,0.7252807571428567,-1.4553699890816336,0.9666011968887754,-0.027235463908163324,-0.026066973397959162,-0.03144907051020404,-0.029330533857142852,0.09844071357551017,0.025491666734694003,0.015758710122448966,-0.025595040163265338,-0.0736002291836734,0.07135858448979583,-0.15779656224489794,-0.06964439275510208,0.12828026673469375,-0.0015399030918367338,0.007968970918367351,0.016057304928571443,-0.00629703814285715,0.010697767082653065,-0.032178281734693885,-0.002363372000000011,0.03627631112244896,0.04785751744897959,-0.0008877785714285758,-0.050308837551020384,-0.024227445908163267,-0.028592361387755078
Soccerfield-102,0,-9.159399120408166,-0.4237160952040817,-4.5768646878224475,136.73092653061227,-1.7668816324489793,12.57120555102042,15.46527185714286,21.853054051020415,11.412474274489798,0.6983091434693875,2.170755165102041,6.547927683673471,0.6294143724489801,-0.04054416806122451,0.08686351071428569,0.017483958673469382,-0.010472769357142846,-0.13519758512244892,0.07601444938775508,0.018237120306122425,0.024813030612244893,0.19629790214285697,0.0787003832959183,0.032793343061224486,0.250871064897959,0.1244866782653061,-0.004945723877551021,0.04029339663265304,-0.0035030896938775566,-0.009179087153061226,-0.009122799693877547,0.024332621938775507,0.02660026357142859,0.03326329281632652,0.01826658714285715,-0.030763946530612252,-0.0666301902755102,-0.08971328711224492,-0.04328661235714292
Soccerfield-103,0,-11.632042979591839,3.5760164956122438,2.108727316734694,135.66555408163268,-4.1332837816326515,11.684834254081634,16.47472731632653,24.32255681632652,15.092818688775509,0.8456004709183675,-0.9533734877551018,2.765815978877552,-8.107301922448983,0.016220822040816346,-0.020299359622448998,0.07153138908163269,0.056376611795918366,0.01154504326530616,0.05917409642857139,-0.04027154642857141,-0.24418309637755095,-0.19483207448979603,-0.18861765765306124,-0.281620432244898,-0.13201715714285722,-0.162788055510204,-0.010751594377551028,-0.02021256592857143,-0.04198393408163267,0.002023651969387756,-0.0061714724591836675,0.002740510999999994,-0.009476887112244894,0.00018186561224490204,-0.0065851373367347,0.036296879499999976,0.006698069989795926,0.031356817591836755,0.020392905408163294
Soccerfield-104,1,-9.302297009183675,-4.209276997959185,-3.772657802040817,138.21704183673472,-7.973093129795916,12.201489888265312,18.402638826530612,19.460389496938774,14.90551327551021,-0.9230155793877552,-2.7792699328571433,7.0183141612244935,0.06997279489795949,0.06524266865306123,-0.013146125306122455,-0.011106514999999987,-0.03495044528571428,-0.0013187676530612372,0.085796420510204,-0.060652367857142904,-0.12257713632653058,-0.021699817142857094,-0.018357219183673484,-0.03789995591836734,-0.09026884724489792,-0.03271468693877553,-0.005624314642857145,0.000907528989795918,0.038457909081632644,-0.001910701642857138,0.006982873693877557,-0.025481253989795914,-0.0046503475510204185,-0.025118207959183687,-0.03274713887755103,-0.01676151306122447,-0.006466000571428576,0.02587624724489793,-0.027612219091836702
Soccerfield-105,1,-6.489046071734693,-7.778037396938774,-4.44877334897959,137.31640102040814,-6.785615286020406,16.959007387755094,18.85312268367347,18.190809408163265,14.32397585102041,6.196551465091838,2.0974917877551014,4.366019072448984,-0.8784597438775511,-0.020532594693877543,-0.14471414755102033,0.049531224795918344,0.0024833458163265464,-0.03290650755102038,-0.050678928714285705,0.018611436326530627,0.047432914387755105,-0.013698326040816333,-0.02935565642857133,-0.005543505428571437,-0.010897836122448998,-0.1645234089795919,-0.0005310964897959171,0.006136267091836741,-0.024233417122448964,-0.003228832122448982,0.004329198306122463,-0.0009978505102040817,-0.0015911736632653226,0.0017294390306122585,0.013599803414285721,-0.04400358183673471,0.004460204561224499,0.008636469285714283,-0.001924417928571437
Soccerfield-106,1,-9.303098510204084,-1.1709175642857135,1.0588324663265305,134.2285581632652,-6.729470107142863,10.560821724489799,13.302500856122446,21.925753741836736,16.76342256122449,3.399605143571427,-0.9068117270408166,-1.410674790204082,-1.1918843539795918,-0.038396405744897937,0.052648815918367335,0.06304273775510202,-0.020303625897959185,-0.03506661244897958,-0.057818779795918394,-0.1645283177142857,-0.13832741683673472,-0.03452663540816321,-0.004355121836734721,-0.04974772334693877,-0.20811728744897956,-0.14164714408163268,-0.002387019950306117,0.06510853408163265,0.024483568163265287,0.004193117826530611,-0.02384861364285715,0.008863714001020406,0.014122036571428577,0.004659293877551031,-0.01825682246938776,-0.018738056530612248,-0.02747027882653064,-0.0400681686734694,0.011525645540816356
Soccerfield-107,1,-8.276611224489798,-6.603151832551021,-2.3166330622448976,137.88835918367346,-11.155789574489791,6.086867570408162,7.49113828367347,13.872082200000001,13.76827746836735,1.0732585346938774,0.5987704280612247,4.672189983202042,0.6709860377551016,0.061653517775510196,-0.20219027255102046,-0.02841291622448977,-0.010880551903061229,0.050842102040816364,-0.02058159438775505,0.022210242244897947,0.022355493469387717,-0.005989899387755127,0.057106435102040845,0.09255413816326533,0.0336359110816327,-0.09022563826530615,0.0008751704897959141,-0.009508481734693862,0.021632385387755113,0.00032817263265305923,0.007798438612244897,-0.002960288061224506,0.006839123469387741,0.0017566261224489818,0.010784416632653036,0.014442708285714308,0.004865119897959208,-0.01774748006122449,-0.029993842551020413
Soccerfield-108,1,-8.198887543877554,-2.555744893877551,-0.47283028877550937,135.54539183673472,-8.125572259183675,13.463302473979592,16.763304459183672,18.17493126836735,16.925648751020407,3.8393281161224495,0.1582289437959185,4.057111384081633,1.4335903173061215,-0.051145668193877565,0.08494900734693875,0.1482083778785714,0.028516647612244896,-0.011328482653061241,0.003837160714285709,-0.14039571140816323,-0.17853131806122446,-0.02335109360204083,-0.03538996734693878,-0.06592745053061233,0.08382592632653059,0.17222282357142865,-0.011624912857142858,-0.04886063561224488,-0.008369557448979596,0.007407209612244896,0.008993269295918363,0.03339573848979594,0.017913386693877577,0.007916295275510223,0.0012571023877550839,0.0019776763265305975,-0.011616536602040829,0.02661805346938776,-0.052506595
Soccerfield-109,1,-5.357764395816329,-5.589347775306123,-7.843665607448978,137.37366020408163,-4.773888266530612,9.000022682653062,10.810803319387755,16.552805594897954,8.324632401020407,1.1652514091836732,2.400358173591839,6.559499413265306,-2.24245061612245,0.044403051122448994,-0.0040427002040816385,-0.04083584285714277,-0.06255926962244897,0.08588194376530608,0.03998371204081627,0.12795154367346936,0.19919552684693878,0.07500095918367347,-0.018707177540816237,-0.09990796836734693,-0.2238776573469387,-0.1069489721428571,0.002213518704081628,-0.019979371836734684,0.0022603412346938823,-0.0037756211224489796,-0.009309463265306123,-0.004633828040816333,-0.01581464548979593,0.01445260137755102,0.008376782948979597,-0.022076180180612266,0.021943216224489796,0.004589233979591814,0.012201311846938775
Soccerfield-11,1,-7.478688620408161,-3.60213955,-5.600310942040817,132.00998061224493,-12.518035602040815,6.467289409183673,11.341256693877552,14.077470097959187,6.184017843877552,4.049657435714288,13.702472110204077,6.312357319999998,-3.820314283673469,0.08679585571428572,-0.21785071836734696,-0.060660625061224493,0.0771579394591837,-0.0924275302040817,-0.050849747448979604,-0.03322124653061229,0.11719960897959185,0.1768954394897959,0.07503690520408164,0.08899173173469381,-0.07102850204081632,-0.18301601030612244,0.00421403043877551,0.036217678010204084,-0.02425057185714287,-0.00012166454795917923,0.011250293530612238,-0.011368639255102047,0.003092186979591836,0.03931523704081632,0.04039626716326531,0.0263248720408163,0.030809245184530605,-0.008162737691020399,0.011978665714285713
Soccerfield-110,0,-2.1422684835510206,5.022481053061225,1.1461102958163265,133.23767346938783,0.21224529408163334,15.218661088775505,14.697628630612241,13.065880351020406,5.764601241020408,1.144359734693878,-0.16028698673469358,0.41006384999999995,-0.6347403378571433,-0.06880832275510203,-0.08109578948979593,0.002866947448979547,-0.022107430897959204,-0.10831476612244896,-0.11168698714285719,0.05137416785714289,0.21512702163265301,0.21290940061224478,0.1751036526530611,0.1971733760204082,0.10149503471428566,0.0498016853061225,0.01049382000000001,-0.044877466632653074,0.004016537214285715,0.006249374438775511,0.007625800408163274,0.019179420428571434,-0.0001494436734693794,-0.03969377741836737,-0.03419168734693879,-0.054906601357142856,-0.01321511255102039,0.03310351367346937,-0.06401830411224492
Soccerfield-111,0,-7.112949853061222,4.215385733163266,0.30752279122448967,130.2743714285714,-3.0576685342857126,13.49458929591837,19.017546367346927,20.49684520408163,15.335990040816325,8.187353460204077,3.720748560102041,2.5102563000000004,0.4698004250000001,-0.007449193061224506,0.34214272395918366,0.04508775540816327,-0.08799451311428572,0.13356192346938772,0.17290441316326538,0.0016229825510203513,-0.03043233897959185,-0.029705760612244853,-0.0861223278571428,-0.03124724857142849,-0.12047892890816318,0.2578260294897959,-0.004483908193877557,0.009403937761224486,0.01765570153061227,-0.0010771560755102028,-0.0032100411224489753,-0.006319273673469387,-0.017296812755102038,-0.03510265795918367,0.0052853974970204125,0.028783433153061228,-0.017078745387755084,0.014446532591836748,0.01526826348979591
Soccerfield-112,0,-5.020603365918364,5.286847115306121,0.11201129836734698,128.64290714285715,-1.7705782397959187,16.662517040816326,16.42375882653061,20.656134214285714,11.990431726530609,6.423803218367347,3.046838589285714,-1.848450919285715,1.1417910278571424,0.09443999324183673,-0.06108514792857148,-0.06541249173469385,0.039528396867346924,0.09757825887755103,0.09171154010204083,-0.03659900448979591,-0.1442251601020408,-0.1384629948979592,-0.16591491010204085,-0.11489921540816325,0.028315886326530634,-0.19695381928571423,0.024043470989795916,0.009427168673469382,0.0038866418673469314,0.009210493928571435,0.02312436263265306,-0.01772936506020408,0.005564986734693905,-0.0037602856122448923,0.016371069183673488,0.008615027142857118,-0.002458566591836746,0.04275877803061224,0.04088013562244898
Soccerfield-113,0,3.9718713543877553,2.717990106122449,-2.556657368367347,134.67904285714283,1.1052167295918374,16.886107892857147,10.511708449999997,2.795486858163266,-1.729301848979592,-1.4913064135714282,-0.42497429489795896,-1.679767645510204,-1.0838166428571425,0.001516407326530614,-0.07978762040816327,-0.04799968775510193,-0.03367119257142855,0.08280781306122453,-0.15501894516326528,-0.1595578701632653,0.028850749795918333,0.08566771102040815,0.15798036469387755,-0.004050006428571381,0.10419189397959185,0.0037411521428571508,-0.01349569306122449,0.02171469694897959,0.0092607301020408,-0.006875381030612246,-0.002122748183673466,-0.017153963979591843,-0.0027870427551020495,0.023696821938775512,0.0600431068979592,0.02764130969387755,0.012006092551020408,0.015146405826530618,0.021211287959183672
Soccerfield-114,0,-2.721496926448979,5.759848684693879,0.9372918278571428,130.2407510204082,-2.285574828571429,18.10223248979592,18.043548285714294,17.61081275510205,12.010237611224488,3.8729975104081626,3.3068036806122443,1.6862853991734692,-1.1034237405102045,-0.05944950241836737,-0.06472668321428571,-0.11820594499999998,0.003180658942857142,-0.017047436734693878,0.006921090816326552,0.02784894163265306,0.09015790704081629,0.043618873252040814,0.10168413508163275,-0.12030305244897956,-0.22431226289795914,0.02390371244897958,0.019018608040816315,0.020645707469387733,-0.007213112142857126,0.006530341142857145,0.04539262437755106,0.013000603893265315,-0.003829145510204083,-0.009948887142857167,-0.03629932367346939,-0.03995372006122449,-0.003030924795918361,0.011265556428571431,0.02738194520408161
Soccerfield-115,0,-1.9409856103775514,4.3589980591836754,-2.435185837448979,131.52229285714282,-2.172678894081633,18.683911734693876,18.582769908163264,18.551430489795916,11.181461505102037,2.1735941714285714,0.35523722561224436,1.1576351611224494,1.868717525408163,0.058592713622448944,0.03870626224489798,-0.017436371622448994,0.009300629632653058,0.03240148791836736,-0.014238919486734747,-0.0564053555408163,0.01102013438775517,0.025936565306122417,0.14830292956122448,0.22218995071428577,0.15627484931632654,0.12371745806122446,0.006750243704081629,-0.012132468244897932,0.013994887857142856,0.0032912951836734736,-0.002185646469387764,-0.020367695102040808,0.01642593746326531,0.01031849734693878,-0.04655657422448982,-0.004015820102040826,-0.006648756806122445,-0.04638563379591836,-0.034975048877551006
Soccerfield-116,0,-2.304735147551021,5.8025794653061205,-1.4404920520408164,130.45311938775515,-1.2556430068367348,17.811143204081628,18.407731418367337,23.2307550612245,13.589773228571428,3.160943297959183,1.1545419826530616,-0.8319071537755118,0.691257289496939,-0.17100009102040822,-0.09061386533571428,0.034581448265306125,-0.03972067770408162,-0.2168603034693878,-0.1265813037755102,-0.036161427659183655,0.04766891006122451,0.1220597502040816,-0.04180482138775507,-0.03957777724489808,0.0829362147959184,-0.11837183479591853,0.01300881119387754,0.021075518316326525,-0.08190072245918363,0.009739756950408159,0.011664270204081627,-0.0057251941836734665,-0.025107690204081625,-0.06832830624918369,0.0193188369387755,-0.01148178785714286,-0.008618778979591828,0.005731541530612243,0.03924161091836732
Soccerfield-117,0,-6.901633047959187,3.7097977854081643,-0.47298555051020436,130.9215744897959,-4.104933363775509,14.160855540816328,15.876428642857142,20.515226498979597,16.032333005102053,8.630729932653065,3.113745798265307,0.9517568723469386,-0.42893709591836715,-0.009469578826530595,-0.07978399206122454,-0.1381209474693878,-0.011595030000000004,0.10726809632653071,0.03878929357142859,0.014066143693877577,0.10550764583673462,0.0781427291938775,-0.0003431453061224935,-0.014658040612244943,0.07208497268367346,0.060739287346938765,-0.0017737270408163253,0.00637211994897959,0.024997309693877545,-0.004884573530612247,0.0033518216836734708,-0.0414885552040816,-0.01289415731632652,0.02820077131632652,0.029376861326530602,-0.0344996148979592,0.04092266561224493,0.0317741483571429,-0.016902921428571416
Soccerfield-118,0,-8.664618785714286,5.3281852451020395,2.334306370408162,131.1471591836735,-6.030057526530614,12.569775408163265,17.760559040816325,21.66748753061225,15.593354132653062,5.930164498979593,2.6105985585510205,2.332628794489796,1.2100729553061225,0.01903407163265306,0.010666656122448957,-0.038351485816326546,-0.005276680918367343,-0.00186014326530614,-0.04551836347959182,-0.019757454724489816,-0.07255712166632658,-0.02009760806122451,0.07091971653061228,0.0921356,0.062313063095918365,0.05866680726428571,-0.0012327971938775482,-0.013985837795918362,0.027087489030612248,-0.0036680513775510203,-0.015660226602040816,-0.02423176450918366,0.010511800377551025,0.031083536918367353,-0.0003439984387755002,0.0012730065306122502,0.02928255785714282,0.02983764785714289,0.008584029438775502
Soccerfield-119,1,-8.886119540816331,0.5410051020408163,2.1065075173469383,133.25479693877548,-10.593946713265307,10.976087377551025,19.33689934693877,18.992697659183673,15.73335001938776,12.687999092857142,9.864650660204084,2.89099930102041,-3.9270342432653065,-0.018143305183673467,-0.036300010918367404,0.09164516367346931,0.015381260612244908,-0.07174000184693878,-0.07325536437755098,-0.1793967575510204,-0.12846598071428572,0.060402953367346926,0.16129795214285716,0.09961810877551022,-0.14648000561224486,-0.1969551610918367,0.0050430781530612255,-0.04165818134693879,-0.04671653034693881,-0.002198962871428569,0.010907087040816334,0.0024911723867346827,0.0022643174489795853,0.043930108469387774,0.043512535612244906,0.023420148010204086,0.012016692551020409,0.04413374704081636,0.07325611559183677
Soccerfield-12,1,-5.843971226530612,-0.7117511000000002,-4.114584931122448,135.88689897959176,-17.804713683673466,1.6468481683673464,3.2807858081632655,13.92061390204081,17.374716371428573,5.63216435612245,10.350317847959179,7.450243415306121,-5.404386160816326,0.0058442854897959185,0.09870994540816327,0.04476794540816332,0.021296010999999986,0.046707144081632686,0.0006997885714285535,-0.05068058863265312,0.05732188823877553,0.10571496020408164,-0.02596041938775514,-0.08187743983673479,0.06635553581632661,0.06386041304081638,-0.00941057524489795,-0.014448799795918371,-0.04940875459183677,-0.0017020051224489751,-0.019943337785714284,-0.01937792790102042,-0.023308354663265293,0.018582101428571442,0.05074341173469386,-0.013914698673469365,0.03622509997959183,-0.03405294680612243,-0.05679291581632653
Soccerfield-120,0,-10.316801867346943,3.0011878479591836,4.095277723469387,133.9672948979592,-9.373330704081633,10.313674702040819,15.952372693877555,18.554705153061224,10.915617306122451,4.172958413571429,2.703991301020407,-0.5255130530612245,-2.8365882524489816,-0.04080701902040815,-0.017322137653061266,-0.10082847663265303,0.0016326294244898016,-0.037130254693877554,-0.03018475197959181,-0.0250468579489796,-0.126982673877551,-0.11053662571428577,-0.01826720867346938,0.07241079071428573,0.028414950683673477,-0.08786584234693878,-0.0023711152959183675,0.01451494331632654,0.013615151326530617,-0.004653583642857144,0.003965325714285714,0.00609989048979592,0.028286280918367344,0.0076409039693877585,0.019581873591836732,0.05140970115306122,-0.009376248775510212,-0.030875566224489788,0.0057845233061224475
